"R0000100","R4893600","R4893700","R4893800","R4893900","R4894000","R5459400","R5464100","R5473500","R5484100","R5532200","R5532300","R5532400","R5532500","R5532600","R7222400","R7227800","R7237200","R7248400","R7273600","R7273700","R7273800","R7273900","R7274000","R7274100","S0920800","S0920900","S0921000","S0921100","S0921200","S1530100","S1530200","S1530300","S1530400","S1530500","S1530600","S1530700","S1530800","S1530900","S1531000","S1535500","S1541700","S1552500","S1564300","S2000000","S2000100","S2000200","S2000300","S2000400","S2000500","S2000600","S2005400","S2011500","S2022300","S2034400","S3800000","S3800100","S3800200","S3800300","S3800400","S3800500","S3800600","S3800700","S3805700","S3812400","S3823200","S3835800","S4681900","S4682000","S4682100","S4682200","S4682300","S5400000","S5400100","S5400200","S5400300","S5400400","S5400500","S5400600","S5405600","S5412800","S5423200","S5436300","S7500000","S7500100","S7500200","S7500300","S7500400","S7500500","S7500600","S7500700","S7500800","S7506100","S7513700","S7525300","S7537100","S8332300","S8332400","S8332500","S8332600","S8332700","T0007500","T0007600","T0007700","T0007800","T0007900","T0008000","T0009400","T0014100","T0025600","T0033700","T2009900","T2010000","T2010100","T2010200","T2010300","T2010400","T2010500","T2010600","T2010700","T2012100","T2016200","T2020500","T2021300","T2782600","T2782700","T2782800","T2782900","T2783000","T3600200","T3600300","T3600400","T3600500","T3600600","T3600700","T3600800","T3600900","T3601000","T3601100","T3602100","T3606500","T3611200","T3612000","T5200700","T5200800","T5200900","T5201000","T5201100","T5201200","T5202300","T5206900","T5211600","T5211900","T6143700","T6143800","T6143900","T6144000","T6144100"
6505,2,4,3,3,3,4,-4,1,1,-4,-4,-4,-4,-4,4,2500,1,1,-4,-4,-4,-4,-4,-4,2,4,2,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,0,1,1,-4,-4,-4,-4,-4,-4,-4,4,37500,1,0,-4,-4,-4,-4,-4,-4,-4,-4,4,17500,2,0,3,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,4,28100,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,2,0,2,3,3,3,3,-4,-4,-4,-4,-4,-4,4,20000,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,24750,3,1,2,2,2,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,4,127000,2,1,2,3,3,3,4
6506,3,3,2,3,3,4,-4,1,1,-4,-4,-4,-4,-4,4,-4,1,1,-4,-4,-4,-4,-4,-4,3,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,57500,1,1,3,-4,-4,-4,-4,-4,-4,4,-3,1,1,-4,-4,-4,-4,-4,-4,-4,-4,4,5250,3,1,3,3,4,2,4,-4,-4,-4,-4,-4,-4,-4,4,1250,3,1,3,2,-4,-4,-4,-4,-4,-4,-4,4,2500,3,1,3,2,4,2,4,-4,-4,-4,-4,-4,-4,4,5250,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,50000,3,1,3,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,55100,3,1,-4,-4,-4,-4,-4,-4,4,62200,3,1,3,2,3,3,3
6507,4,2,3,3,4,3,15600,2,0,-4,-4,-4,-4,-4,3,37000,1,0,-4,-4,-4,-4,-4,-4,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,57713,1,0,-4,-4,-4,-4,-4,-4,-4,3,29300,1,0,-4,-4,-4,-4,-4,-4,-4,-4,3,25250,1,0,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,3,-3,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,10000,1,0,3,2,3,2,4,-4,-4,-4,-4,-4,-4,3,-3,4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,30720,4,0,3,3,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,40000,4,0,-4,-4,-4,-4,-4,-4,3,23000,1,0,3,3,3,2,3
6508,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,1,-3,1,0,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,1,0,2,3,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,1,0,2,3,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,-4,1,9390,4,2,1,3,2,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,7560,4,2,2,-4,-4,-4,-4,-4,1,8000,1,0,1,4,3,3,4
6509,3,3,3,3,4,4,21600,3,1,-4,-4,-4,-4,-4,4,2900,3,1,3,-4,-4,-4,-4,-4,2,3,3,2,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,3650,2,1,-4,-4,-4,-4,-4,-4,-4,4,30100,3,1,-4,-4,-4,-4,-4,-4,-4,-4,4,16500,3,1,2,3,3,3,4,-4,-4,-4,-4,-4,-4,-4,4,40750,3,1,3,2,-4,-4,-4,-4,-4,-4,-4,4,1800,3,1,2,4,3,3,4,-4,-4,-4,-4,-4,-4,4,52000,3,1,1,-4,-4,-4,-4,-4,-4,-4,-4,4,93000,2,1,2,3,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,33001,2,1,3,-4,-4,-4,-4,-4,4,36000,3,1,3,3,4,2,4
6510,4,3,3,2,4,4,-4,3,1,-4,-4,-4,-4,-4,4,-4,3,1,-4,-4,-4,-4,-4,-4,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-4,3,1,-4,-4,-4,-4,-4,-4,-4,4,31740,3,1,-4,-4,-4,-4,-4,-4,-4,-4,4,17500,3,1,4,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,4,37920,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,4,47550,3,1,3,3,-4,-4,-4,-4,-4,-4,-4,4,45000,3,1,3,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,40000,3,1,-4,-4,-4,-4,-4,-4,4,43000,3,1,3,3,2,3,3
6511,3,2,4,2,4,4,-4,3,1,-4,-4,-4,-4,-4,4,38502,3,1,-4,-4,-4,-4,-4,-4,3,3,3,3,4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,40700,3,1,-4,-4,-4,-4,-4,-4,-4,4,37900,1,2,3,-4,-4,-4,-4,-4,-4,-4,4,66350,4,0,3,3,2,3,2,-4,-4,-4,-4,-4,-4,-4,4,13552,3,1,3,-4,-4,-4,-4,-4,-4,-4,-4,4,0,3,1,3,3,3,2,4,-4,-4,-4,-4,-4,-4,4,26753,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,39881,3,1,2,4,3,3,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,75865,3,1,-4,-4,-4,-4,-4,-4,3,46981,3,1,2,3,3,4,4
6512,4,2,4,2,4,4,-4,3,1,-4,-4,-4,-4,-4,4,155964,3,1,3,-4,-4,-4,-4,-4,3,2,4,3,4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,7000,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,3,3,-4,-4,-4,-4,-4,1,107250,1,0,4,2,4,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6513,3,3,2,3,3,4,75080,2,0,-4,-4,-4,-4,-4,4,37700,2,1,-4,-4,-4,-4,-4,-4,3,3,3,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,44160,2,1,-4,-4,-4,-4,-4,-4,-4,4,-3,2,1,-4,-4,-4,-4,-4,-4,-4,-4,4,100300,2,1,3,3,3,3,4,-4,-4,-4,-4,-4,-4,-4,4,44000,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,2,1,3,2,4,1,4,-4,-4,-4,-4,-4,-4,4,82501,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,96100,2,0,2,3,2,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,103800,2,0,-4,-4,-4,-4,-4,-4,4,112000,2,0,3,2,4,2,4
6514,4,2,3,2,4,4,30137,2,0,3,2,-4,-4,-4,4,-3,2,1,2,-4,-4,-4,-4,-4,2,3,3,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,37500,2,1,-4,-4,-4,-4,-4,-4,-4,4,42000,2,1,-4,-4,-4,-4,-4,-4,-4,-4,4,139650,2,1,3,3,3,3,4,2,-4,-4,-4,-4,-4,-4,4,-3,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,2500,2,1,3,3,3,2,3,-4,-4,-4,-4,-4,-4,4,-3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2,2,-4,-4,-4,-4,-4,-4,-4,4,37500,-3,-3,-4,-4,-4,-4,-4,-4,4,89000,-3,-3,3,2,4,2,4
6515,3,2,4,2,3,4,80400,3,1,-4,-4,-4,-4,-4,4,93800,3,1,-4,-4,-4,-4,-4,-4,4,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,100980,3,1,3,2,-4,-4,-4,-4,-4,4,39700,2,2,-4,-4,-4,-4,-4,-4,-4,-4,4,46440,2,0,3,3,3,2,3,-4,-4,-4,-4,-4,-4,-4,4,56000,2,0,3,-4,-4,-4,-4,-4,-4,-4,-4,1,75000,2,1,4,3,3,2,4,-4,-4,-4,-4,-4,-4,1,39800,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,23750,2,1,-2,3,-2,2,4,2,3,-4,-4,-4,-4,-4,-4,-4,-4,1,40000,2,1,-4,-4,-4,-4,-4,-4,1,83250,2,1,4,2,3,2,4
6516,3,3,3,4,3,4,-4,3,1,-4,-4,-4,-4,-4,4,-4,3,1,-4,-4,-4,-4,-4,-4,4,3,3,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-4,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6517,3,3,3,2,4,3,-3,-3,-3,3,-3,-4,-4,-4,3,20000,1,0,-3,-3,-4,-4,-4,-4,3,3,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-3,1,0,-4,-4,-4,-4,-4,-4,-4,3,77000,1,0,-4,-4,-4,-4,-4,-4,-4,-4,3,60000,3,1,3,2,4,2,4,3,-4,-4,-4,-4,-4,-4,4,55000,2,0,2,-4,-4,-4,-4,-4,-4,-4,-4,4,60000,2,2,3,2,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6518,2,3,3,2,4,3,36750,2,1,-4,-4,-4,-4,-4,3,60735,2,1,-4,-4,-4,-4,-4,-4,3,3,3,1,4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,47000,2,1,-4,-4,-4,-4,-4,-4,-4,3,55000,2,1,-4,-4,-4,-4,-4,-4,-4,-4,3,53425,2,0,3,2,3,2,4,1,-4,-4,-4,-4,-4,-4,3,-3,2,1,1,-4,-4,-4,-4,-4,-4,-4,-4,3,321273,-3,-3,3,3,3,3,4,-4,-4,-4,-4,-4,-4,3,-3,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,57000,2,0,3,4,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,67300,3,1,2,-4,-4,-4,-4,-4,3,92500,3,1,1,4,3,2,4
6519,3,3,3,2,4,4,-4,3,1,-4,-4,-4,-4,-4,4,14464,3,1,-4,-4,-4,-4,-4,-4,4,2,4,2,4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,31200,3,1,-4,-4,-4,-4,-4,-4,-4,4,60080,3,1,3,-4,-4,-4,-4,-4,-4,-4,4,250,3,1,4,2,4,2,4,3,-4,-4,-4,-4,-4,-4,4,-3,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6520,3,2,4,1,4,3,56750,2,0,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,3,67000,4,2,3,-4,-4,-4,-4,-4,-4,-4,-4,4,63000,3,2,4,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,125000,4,2,-4,-4,-4,-4,-4,-4,4,51000,3,0,4,2,4,2,4
6521,3,3,3,2,4,4,62600,3,1,-4,-4,-4,-4,-4,4,53214,3,1,-4,-4,-4,-4,-4,-4,3,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,34950,3,1,3,-4,-4,-4,-4,-4,-4,4,67505,3,1,-4,-4,-4,-4,-4,-4,-4,-4,4,133800,3,1,3,2,3,2,4,3,-4,-4,-4,-4,-4,-4,4,95000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,3,3,2,3,3,-4,-4,-4,-4,-4,-4,4,81750,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,61501,3,1,3,3,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,87950,3,1,1,-4,-4,-4,-4,-4,4,91000,3,1,3,2,3,2,3
6522,3,2,3,2,3,4,-4,3,1,-4,-4,-4,-4,-4,4,42464,3,1,-4,-4,-4,-4,-4,-4,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,3860,3,1,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,4,39200,3,1,3,2,4,3,4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,3,3,3,3,3,-4,-4,-4,-4,-4,-4,4,-3,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,24000,3,1,-4,-4,-4,-4,-4,-4,4,55000,3,1,4,2,4,3,4
6523,4,2,4,2,4,3,37000,3,1,3,-4,-4,-4,-4,3,30250,2,1,-4,-4,-4,-4,-4,-4,4,3,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,40250,2,1,-4,-4,-4,-4,-4,-4,-4,3,27750,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,-4,-4,-4,-4,-4,3,43500,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,47800,2,0,3,3,3,2,4,-4,-4,-4,-4,-4,-4,3,38670,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,40250,2,0,3,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,77000,4,2,-4,-4,-4,-4,-4,-4,3,75250,2,0,4,3,4,2,4
6524,3,3,3,3,3,4,4100,3,1,1,-4,-4,-4,-4,4,14600,3,1,-4,-4,-4,-4,-4,-4,2,3,2,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,9850,3,1,-4,-4,-4,-4,-4,-4,-4,4,49200,3,1,3,-4,-4,-4,-4,-4,-4,-4,4,-3,3,0,3,3,3,3,4,3,3,-4,-4,-4,-4,-4,4,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,76000,3,1,2,3,3,2,3,-4,-4,-4,-4,-4,-4,4,45750,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,40850,3,1,2,3,3,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,53750,3,1,-4,-4,-4,-4,-4,-4,4,-3,3,1,3,3,3,3,4
6525,4,2,4,2,4,4,-4,3,1,-4,-4,-4,-4,-4,4,101968,3,1,-4,-4,-4,-4,-4,-4,4,2,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,91610,3,1,-4,-4,-4,-4,-4,-4,-4,4,257697,4,2,-4,-4,-4,-4,-4,-4,-4,-4,4,181000,3,2,4,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,4,120920,3,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,193000,3,0,4,2,4,2,4,-4,-4,-4,-4,-4,-4,4,279104,3,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,106700,3,0,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,-4,-4,-4,-4,-4,-4,4,42553,3,1,3,3,3,2,3
6526,4,2,4,1,4,4,44628,3,1,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,4,12000,3,1,3,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,4,40000,3,1,1,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,3,2,4,1,4,1,-4,-4,-4,-4,-4,4,55900,3,1,1,-4,-4,-4,-4,-4,-4,-4,-4,4,68880,3,1,3,3,3,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,72380,3,1,-4,-4,-4,-4,-4,-4,4,96150,3,1,4,2,4,2,4
6527,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6528,2,2,1,3,3,4,-4,3,1,-4,-4,-4,-4,-4,4,-4,3,1,-4,-4,-4,-4,-4,-4,3,2,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-4,3,1,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,3,3,3,-4,-4,-4,-4,-4,4,15750,3,1,1,3,3,3,3,3,-4,-4,-4,-4,-4,-4,4,22900,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,4876,3,1,2,3,3,2,3,-4,-4,-4,-4,-4,-4,4,15000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,3,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,48200,3,1,-4,-4,-4,-4,-4,-4,4,50500,3,1,3,3,3,3,2
6529,2,3,3,2,4,3,35000,2,1,2,-4,-4,-4,-4,3,39000,2,1,-4,-4,-4,-4,-4,-4,4,3,3,2,4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,24000,2,1,-4,-4,-4,-4,-4,-4,-4,4,21400,2,1,-4,-4,-4,-4,-4,-4,-4,-4,4,55000,3,1,3,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,4,52000,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,72000,3,1,3,3,3,3,3,3,-4,-4,-4,-4,-4,3,-3,2,0,2,-4,-4,-4,-4,-4,-4,-4,-4,3,56749,3,1,3,2,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,28000,3,1,2,2,-4,-4,-4,-4,3,53001,2,0,4,2,4,2,4
6530,3,2,3,2,4,3,-4,1,2,-4,-4,-4,-4,-4,3,-4,1,2,-4,-4,-4,-4,-4,-4,4,2,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-4,1,2,-4,-4,-4,-4,-4,-4,-4,3,0,1,2,2,-4,-4,-4,-4,-4,-4,-4,3,2000,1,0,3,2,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6531,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-3,2,1,-4,-4,-4,-4,-4,-4,4,3,2,4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,0,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,1,-3,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,72500,2,1,4,3,3,3,4,-4,-4,-4,-4,-4,-4,1,0,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,20000,2,1,3,3,2,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,3,1,-4,-4,-4,-4,-4,-4,1,-3,2,1,3,2,3,3,3
6532,4,1,4,1,3,4,58700,3,1,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,2,3,2,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,15000,-3,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,2,1,1,1,3,3,13600,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,16705,2,0,4,2,4,1,4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,42200,2,0,-4,-4,-4,-4,-4,-4,3,-3,2,0,4,2,3,2,4
6533,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,4,19214,3,1,2,3,3,3,3,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,3,3,3,2,3,-4,-4,-4,-4,-4,-4,4,-3,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6534,3,3,2,3,3,3,82500,2,1,3,-4,-4,-4,-4,1,-3,2,1,3,-4,-4,-4,-4,-4,3,2,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-3,-3,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3,-4,-4,-4,-4,-4,-4,-4,-4,1,70000,3,1,3,3,3,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,75000,3,1,-4,-4,-4,-4,-4,-4,1,25100,3,1,3,3,3,3,3
6535,3,2,3,2,4,4,77000,3,1,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,3,2,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,4,2,4,3,4,-4,-4,-4,-4,-4,-4,-4,4,-3,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,4,-3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,54320,3,1,-2,3,-2,3,-2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,50000,3,1,-4,-4,-4,-4,-4,-4,4,37500,3,1,4,2,-2,2,4
